Performance,Gender,Caste,coaching,time,Class_ten_education,twelve_education,medium,Class_ X_Percentage,Class_ XII_Percentage,Father_occupation,Mother_occupation
Good,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Good,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,OBC,OA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Good,female,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Good,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Excellent,BUSINESS,HOUSE_WIFE
Good,male,OBC,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Average,female,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Average,female,OBC,WA,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE
Average,female,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Average,male,OBC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Average,female,OBC,NO,THREE,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Average,male,OBC,WA,THREE,SEBA,AHSEC,ASSAMESE,Vg,Good,BUSINESS,HOUSE_WIFE
Average,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS
Average,female,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS
Average,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,OBC,NO,TWO,SEBA,AHSEC,ASSAMESE,Vg,Good,OTHERS,HOUSE_WIFE
Average,male,OBC,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Average,male,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,male,OBC,WA,ONE,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE
Average,male,OBC,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,OTHERS
Average,male,OBC,NO,FOUR,SEBA,AHSEC,OTHERS,Vg,Average,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Average,male,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,male,OBC,NO,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER
Good,female,SC,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,SC,WA,THREE,SEBA,AHSEC,ENGLISH,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Good,female,SC,NO,TWO,SEBA,AHSEC,OTHERS,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Good,female,SC,OA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,female,SC,WA,THREE,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Good,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
Average,female,SC,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Average,female,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,SC,WA,THREE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Average,male,SC,WA,ONE,SEBA,AHSEC,ASSAMESE,Good,Good,OTHERS,HOUSE_WIFE
Average,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,SC,WA,THREE,SEBA,AHSEC,ASSAMESE,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,SC,WA,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Average,female,SC,WA,THREE,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,OTHERS
Average,female,SC,NO,ONE,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,SC,NO,TWO,SEBA,AHSEC,ASSAMESE,Average,Good,BUSINESS,HOUSE_WIFE
Average,male,SC,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,SC,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Average,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Average,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,Vg,Vg,CULTIVATOR,HOUSE_WIFE
Average,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,SCHOOL_TEACHER,OTHERS
Average,male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER
Average,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,male,SC,NO,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Average,female,SC,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,SC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Average,male,SC,NO,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,female,SC,NO,TWO,SEBA,CBSE,ENGLISH,Vg,Vg,DOCTOR,SCHOOL_TEACHER
Average,female,SC,WA,THREE,SEBA,AHSEC,OTHERS,Good,Good,SCHOOL_TEACHER,OTHERS
Average,female,SC,WA,TWO,SEBA,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE
Average,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS
Average,male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER
Average,male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,SC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Average,male,SC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Average,male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Good,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Good,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE
Average,male,ST,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Average,male,ST,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Average,male,ST,NO,THREE,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,female,ST,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER
Average,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER
Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Good,Good,ENGINEER,SCHOOL_TEACHER
Average,male,ST,WA,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,BUSINESS
Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,male,ST,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,SCHOOL_TEACHER
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,DOCTOR,HOUSE_WIFE
Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
Average,female,ST,WA,TWO,OTHERS,OTHERS,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER
Average,female,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,OTHERS
Average,male,ST,OA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,ST,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE
Average,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE
Average,female,ST,WA,ONE,SEBA,AHSEC,OTHERS,Average,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,HOUSE_WIFE
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
Average,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Vg,Average,OTHERS,HOUSE_WIFE
Average,male,ST,NO,TWO,CBSE,CBSE,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE
Average,male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Average,Good,OTHERS,HOUSE_WIFE
Average,female,ST,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,female,ST,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Average,male,ST,OA,THREE,CBSE,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,COLLEGE_TEACHER,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Good,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Average,Average,OTHERS,HOUSE_WIFE
Average,male,ST,NO,THREE,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
Average,male,ST,NO,ONE,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
Average,male,ST,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,ST,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,OTHERS
Average,male,ST,NO,THREE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,CULTIVATOR,OTHERS
Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE
Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Average,male,ST,NO,TWO,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,HOUSE_WIFE
Average,male,ST,NO,ONE,SEBA,AHSEC,ASSAMESE,Average,Average,CULTIVATOR,HOUSE_WIFE
Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Average,male,ST,OA,ONE,CBSE,CBSE,ENGLISH,Vg,Excellent,SCHOOL_TEACHER,OTHERS
Average,male,ST,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE
Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE
Average,male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Average,female,ST,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,DOCTOR
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER
Average,male,ST,WA,TWO,CBSE,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER
Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Good,ENGINEER,HOUSE_WIFE
Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,NO,THREE,SEBA,AHSEC,ENGLISH,Good,Average,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,TWO,OTHERS,OTHERS,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,SCHOOL_TEACHER
Average,male,ST,WA,THREE,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE
Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,DOCTOR
Average,female,ST,WA,FOUR,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE
Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,OTHERS
Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER
Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE
Average,female,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,ST,OA,THREE,OTHERS,OTHERS,ENGLISH,Good,Good,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE
Average,female,ST,NO,THREE,SEBA,AHSEC,ENGLISH,Average,Average,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS
Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Vg,Vg,CULTIVATOR,OTHERS
Average,female,ST,WA,TWO,CBSE,AHSEC,ENGLISH,Excellent,Good,BUSINESS,HOUSE_WIFE
Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS
Average,female,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Vg,Good,BUSINESS,SCHOOL_TEACHER
Average,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,Good,Vg,DOCTOR,SCHOOL_TEACHER
Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE
Average,male,ST,WA,TWO,SEBA,CBSE,ENGLISH,Good,Vg,OTHERS,SCHOOL_TEACHER
Average,male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,ST,NO,ONE,SEBA,CBSE,ENGLISH,Vg,Good,BUSINESS,OTHERS
